index,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
86868,86868,0WjMFlPfM73K02rAeC2JAf,Cobra Skulls,Sitting Army,Cobracoustic,37,168120,False,0.654,0.486,0,-9.473,1,0.0278,0.741,0.0,0.0977,0.373,81.7,4,punk
86869,86869,6kQWmc8pD47x343LScCHCc,Cemiyette Pişiyorum,Et Rengi Tuzak,Supradin,37,141394,False,0.6,0.876,2,-6.934,0,0.0386,0.0143,0.000155,0.119,0.662,149.265,4,punk
85585,85585,3KAzDoRRG9BFI5DJ5JA6T1,Attaque 77,Trapos,No Me Arrepiento de Este Amor (En Vivo),37,298186,False,0.193,0.989,7,-3.351,0,0.113,0.000855,0.000545,0.969,0.193,103.005,4,punk-rock
85586,85586,473BctFOaLD34baSLIr3AS,Raimundos,Raimundos,Palhas do coqueiro,37,133760,False,0.276,0.95,8,-6.749,0,0.102,0.0111,0.000242,0.889,0.478,145.29,3,punk-rock
86871,86871,7tdvNIkzAYUcCWxRi7NvhY,Štěpán Soukup,Tommy Poser,Alkoholka 2015,37,205250,False,0.622,0.738,8,-3.551,0,0.0301,0.000897,6.19e-06,0.105,0.466,125.005,4,punk
86872,86872,7iLz34DTToaD3C6V1o5GbH,O Surto,Meu Primeiro Hit! (Rock),A Cera,37,227626,False,0.591,0.765,2,-2.949,0,0.0519,0.0671,0.0,0.0677,0.495,133.289,4,punk
86873,86873,6j5yTgUdDIUf7UPWwfcsMh,Slime,Zwei,Taschenlampe,37,272730,False,0.615,0.828,1,-5.547,0,0.0568,0.0472,0.0,0.0917,0.462,93.776,4,punk
86875,86875,4mvlERMC6Bfc7F5Gx5qfyn,Nuket,On maantiellä mittaa,Kun vielä nuori olla voi,37,215880,False,0.302,0.818,11,-9.134,1,0.0478,0.0398,0.0,0.227,0.615,171.284,4,punk
86876,86876,3ghZ4r704XHSIJT2el17bi,Anarcute,Hope+,Dunia Belum Berakhir,37,176500,False,0.519,0.65,7,-12.447,1,0.0336,0.00075,8.2e-06,0.178,0.518,97.066,4,punk
85746,85746,37aaue7yg8OvizXw10pjlG,2 minutos,Un Mundo de Sensaciones,Pandora Box,37,199226,False,0.474,0.947,11,-2.755,1,0.0392,1.69e-05,5.65e-05,0.092,0.721,110.236,4,punk-rock
85747,85747,7H6CZlBoo9zhe2V1AyKWiA,Sumo,Divididos Por La Felicidad,Kaya,37,194266,False,0.759,0.824,6,-5.428,0,0.0353,0.15,0.000194,0.457,0.96,137.27,4,punk-rock
71406,71406,2PjVfXNQJiyFXyKBpeckQ3,Slipknot,.5: The Gray Chapter,The Devil in I,37,342821,False,0.398,0.939,9,-2.865,0,0.0648,0.00591,0.000881,0.357,0.235,92.027,4,metal
85796,85796,1hRa373L1NxacnE6HdEVSF,Sumo,Sí o Sí - Diario del Rock Argentino - Sumo,Los Viejos Vinagres,37,197760,False,0.767,0.72,6,-8.412,0,0.112,0.00917,3.02e-05,0.0991,0.828,124.625,4,punk-rock
85590,85590,3ZdGKlRg1491PKPFkAEBph,Rantanplan,Köpfer,Unbekanntes Pferd,37,142746,False,0.633,0.879,0,-6.047,1,0.0481,0.0758,0.000658,0.332,0.681,125.038,4,punk-rock
86840,86840,5HmqzCeCdZFF20jqI6p73T,Modern Guns;Ijal Bulb,We Are Strangers After All,No Chance to Bloom,37,171213,False,0.246,0.995,1,-2.699,0,0.267,0.00062,0.168,0.476,0.162,139.697,3,punk
86841,86841,3iSt8hTzeb5SKdHLVwTFcc,Köttgrottorna,Sanningens Morgon,Älska Mig,37,185933,False,0.646,0.728,1,-6.266,0,0.0346,0.0515,0.0,0.127,0.805,105.696,4,punk
86847,86847,5604H05rNS7jguXPJx4vgm,Raimundos,Acústico - Ao Vivo,Sereia da Pedreira - Ao Vivo | Acústico,37,137237,True,0.58,0.95,9,-3.693,1,0.119,0.382,0.0,0.954,0.952,174.155,4,punk
85624,85624,0SDWa22lSLNpGnr5bF3f2z,The Minds Of 99,Infinity Action,Brev Fra En Forræder,37,243306,False,0.513,0.91,9,-4.411,0,0.0429,0.000104,0.0591,0.125,0.264,138.948,4,punk-rock
86864,86864,3NKnPh805WIonwfjoh0dQG,Herr D.K.;Resi Reiner,Angst vor der Stille,Angst vor der Stille,37,162039,False,0.479,0.296,7,-9.7,1,0.0351,0.398,0.000453,0.0856,0.368,197.886,3,punk
86865,86865,1PyYXTsEAF4kvYqoY68noG,Kamikazee,Kamikazee - Their Greatest Hits,Doo Bi Doo,37,243773,False,0.496,0.958,2,-2.092,1,0.0749,0.00562,1.44e-06,0.13,0.716,147.648,4,punk
33635,33635,1APRT5NO87tgWVmJ9WN1AU,Skelly,Jedna z mála,Jedna z mála,37,172660,True,0.64,0.556,1,-9.781,1,0.0612,0.491,0.0,0.107,0.333,139.877,4,emo
33636,33636,0sHNXeuv4Nf061i5pqdRCt,Totally Nothin,Lilli,Lilli,37,262580,True,0.688,0.371,10,-12.661,0,0.0767,0.115,1.04e-06,0.347,0.165,117.04,4,emo
33637,33637,5yPDC0EwfQwWliWgZ9wsS5,Schyzo;Meiton,Tabu,Stehy,37,206697,True,0.706,0.462,4,-11.789,0,0.196,0.681,0.0,0.164,0.41,80.077,4,emo
33639,33639,0AOK6Be4BePAOoXtZ9zbu4,NX Zero;Lulu Santos,Norte,Fração de Segundo,37,224212,False,0.485,0.776,8,-5.258,0,0.0288,0.0177,0.0,0.174,0.866,174.075,4,emo
33624,33624,0E37RLXlilaFJDfA4ByYb2,Ketama126,Rehab,Potrei,37,195000,False,0.765,0.649,0,-6.16,1,0.104,0.00288,0.000259,0.108,0.251,124.043,4,emo
86881,86881,4noOfdgUVxheBJnvOTSKhB,eXterio,Vous êtes ici,Whippet,37,197786,False,0.678,0.833,1,-3.933,0,0.0431,0.0327,0.0,0.0691,0.63,125.176,4,punk
85783,85783,0kuL28JVeWVO86sXrCYFar,Karamelo Santo,Haciendo Bulla,Los Cangrejos,37,148160,False,0.699,0.878,11,-4.042,1,0.0506,0.263,0.0,0.12,0.874,101.984,4,punk-rock
86694,86694,44XOi657umNvDxNw8JvljD,Voodoo Glow Skulls,The Band Geek Mafia,Delinquent Song,37,194840,False,0.466,0.949,11,-5.735,0,0.177,0.00415,0.00269,0.312,0.54,113.277,4,punk
86816,86816,26f9mK59TTj0tTriAG6mkQ,No Future,Wohri Fründschaft,147 Täg,37,246920,False,0.692,0.804,4,-3.566,0,0.0327,0.0428,3.48e-05,0.157,0.959,127.893,4,punk
85739,85739,5OkTqoiq2UBxRbDyKpJbV8,Mimikry,Automatiskt,500 mil,37,179866,False,0.588,0.93,4,-4.958,1,0.057,0.199,0.0,0.0992,0.834,135.083,4,punk-rock
85743,85743,6zPFqTggzyqpBIRpP4p6HG,Soda Stereo,Me Verás Volver (Hits & Más),Pic Nic En El 4° B - Remasterizado 2007,37,218573,False,0.67,0.864,9,-5.847,1,0.0283,0.0159,0.433,0.128,0.915,123.82,4,punk-rock
85744,85744,7186LhwrXw1yG2AhjCQivK,Chingadazo de Kung Fu,Me Pongo Hasta la Madre Porque Estoy Hasta la Madre,Epitafio (Perdón por Ser Rock And Roll),37,151558,False,0.577,0.894,9,-2.555,1,0.0413,0.0104,0.0,0.36,0.77,127.513,4,punk-rock
85547,85547,02Q9pW0hdgO0OuzkxIRgG6,Tequila Baby,Punk Rock Até Os Ossos,Menina Linda,37,214986,False,0.581,0.755,7,-5.701,1,0.0347,0.000235,0.474,0.105,0.89,133.035,4,punk-rock
85507,85507,2DiXeuEpop3BfGDGxW8iVz,WANIMA,Can Not Behaved!!,Hey Lady,37,73226,False,0.456,0.935,9,-2.185,1,0.0883,4.28e-05,0.0,0.368,0.486,115.019,4,punk-rock
33644,33644,3Nv85OQTEgxlN29my6unSG,PXNDX,Poetics,¡soy un Ganador!,37,185200,False,0.376,0.949,11,-4.767,1,0.0839,0.0034,0.0,0.232,0.569,152.021,4,emo
33645,33645,4IDB7wVkW4atOxfxClWNNK,Schyzo;Pyko Fatal,V. Patro,Chain,37,205424,True,0.884,0.5,0,-10.468,0,0.048,0.217,0.0,0.104,0.662,130.05,4,emo
33686,33686,3nUogm7GfBYTMkfS6iN6V1,NX Zero,Uma Gota no Oceano,Uma Gota no Oceano,37,233314,False,0.603,0.863,3,-6.783,0,0.0354,0.00317,0.0,0.0909,0.338,99.99,4,emo
86832,86832,1ycqCoGIzP9OgswuJBrFvM,Orloge Simard,Coke calciné,Rose flash,37,131175,True,0.605,0.536,7,-6.73,0,0.0421,0.461,0.0,0.0896,0.713,97.081,4,punk
86839,86839,79Sp4LFJY57wDTh8mEmn7l,Delux,Entre La Guerra Y El Amor,Entre la Guerra y el Amor,37,194400,False,0.334,0.906,6,-1.604,0,0.0468,0.000171,0.0,0.348,0.524,177.877,4,punk
72302,72302,6dvh0VS6h6QBihnGFOxZtI,Wildways,Картины счастливого мира,Весна,37,188500,False,0.5,0.911,9,-3.192,0,0.0532,0.00196,0.0,0.351,0.35,120.016,4,metalcore
85639,85639,4ckHgXyezKkcSbA87LT3xS,Patricio Rey y sus Redonditos de Ricota,Momo Sampler,Sheriff,37,360266,False,0.596,0.778,11,-7.668,0,0.037,1.14e-05,0.251,0.313,0.407,136.086,4,punk-rock
85627,85627,65M6sAmgLekt2OSQUuHrMs,Die Ärzte,Jazz ist anders,Allein,37,230053,False,0.509,0.895,0,-5.89,0,0.0477,0.000639,0.000211,0.232,0.198,137.012,4,punk-rock
85629,85629,6KxhnLR6OlcieIudHZqL2V,Charly García,Unplugged,No Soy Un Extraño - Live,37,262533,False,0.365,0.402,9,-13.435,0,0.112,0.668,0.00635,0.0915,0.465,204.85,4,punk-rock
85841,85841,1z7Ua3JHgMN5ttBtX5TMlX,División Minúscula,Godínez del Rock,Las Luces De Esta Ciudad,37,267226,False,0.635,0.792,0,-4.287,1,0.0312,0.0196,0.0,0.104,0.743,122.008,4,punk-rock
33585,33585,21hXpUB7kiNvtzqBtQCXHi,Casper,Sikktape,Moc Známejch,37,199758,True,0.536,0.586,11,-11.617,0,0.319,0.15,0.0,0.128,0.234,133.797,4,emo
33586,33586,6EywOI29vcxmkUSkDugcS3,Sensey;Vercetti CG,Nemám křídla,Nemám křídla,37,222833,True,0.77,0.388,3,-11.19,1,0.0856,0.11,0.0,0.182,0.555,112.101,4,emo
33592,33592,5iP0sIniuiIbGy4Ngs71wB,NIKØTIN,Dej si to emko,Dej si to emko,37,158627,True,0.784,0.923,5,-2.008,0,0.371,0.125,0.0,0.355,0.753,175.187,4,emo
86882,86882,3cC0Ozz9X4RnEMQw2o69Ee,Velhas Virgens,Retalhos de Cetim (Blues Version),Retalhos de Cetim - Blues Version,37,223061,False,0.334,0.617,9,-5.881,0,0.0436,0.163,3.69e-06,0.241,0.2,180.728,3,punk
33865,33865,2vWscHr7yNiNXny2UR8pqd,Seon;Nep,Dead and Gone,Dead and Gone,37,163636,False,0.728,0.59,1,-4.083,0,0.325,0.274,0.0299,0.242,0.366,175.951,4,emo
85815,85815,2hMFkTRHfUn9QShgYLsTWb,Allison,120 Km/Hr.,Vamos Otra Vez,37,221066,False,0.493,0.956,0,-2.228,1,0.115,0.00535,0.0,0.316,0.418,180.002,4,punk-rock
85823,85823,25cfD9161olaTd3XZd4H3p,División Minúscula,Fronteras,Año Nuevo,37,392053,False,0.489,0.702,2,-7.331,1,0.0338,0.257,5.83e-05,0.112,0.134,141.058,4,punk-rock
72145,72145,0QSPohbvsYOEcvkHnok13V,Project46,Que Seja Feita a Nossa Vontade,Erro +55,37,280075,False,0.333,0.978,6,-3.452,1,0.18,0.00236,0.000437,0.372,0.267,159.981,4,metalcore
85633,85633,54sBbQWMwahuXZT5kbgVor,Virus,Sí o Sí - Diario Del Rock Argentino - Virus,Amor Descartable,37,210613,False,0.785,0.857,0,-4.272,1,0.0468,0.0754,1.26e-06,0.0583,0.913,125.218,4,punk-rock
85636,85636,1uCM2mchqMjPrjKhfgsUWa,Matanza,A Arte do Insulto,O Chamado do Bar,37,125600,False,0.431,0.983,11,-3.97,0,0.0704,4.82e-05,5.9e-05,0.165,0.6,121.971,4,punk-rock
86814,86814,7ypnh8Z8cjXlCHalaSS0Sq,Delux,Entre La Guerra Y El Amor,Dime,37,171800,False,0.518,0.966,10,-2.63,1,0.0718,0.014,0.0,0.209,0.771,161.934,4,punk
85647,85647,7IgF9aAlIe02zsIRS5Zq2m,Die Toten Hosen,All die ganzen Jahre: Ihre besten Lieder,Wünsch dir was,37,255640,False,0.488,0.91,5,-3.052,1,0.0496,0.00657,0.0,0.212,0.428,130.133,4,punk-rock
71327,71327,755bvJDSA3LNcNuFgBT9LK,Black Sabbath,Paranoid,Iron Man (2009 - Remaster),37,354213,False,0.334,0.828,9,-9.168,1,0.0985,0.00312,0.0043,0.0949,0.515,157.891,4,metal
86826,86826,1Hl0xWBosvStkcbsJJsSaE,Dos Minutos,Vida Monotona,Ya No Sos Igual,37,187360,False,0.312,0.912,5,-5.948,1,0.0885,0.000143,1.49e-05,0.331,0.438,126.697,4,punk
86807,86807,4bPBhZBFJ2OR6VoRa09Cj0,Kilink,Kasaba,Oc (Aslında Alkol Hala Damarımda),37,140355,False,0.593,0.284,4,-12.263,1,0.039,0.628,2.99e-06,0.11,0.104,147.403,4,punk
86810,86810,1meHGUDs9KxEuQv5FaQoGc,V-Osasto,Kellokosken Prinsessa,Kellokosken Prinsessa,37,158500,False,0.385,0.875,0,-7.3,1,0.0464,0.000409,4.41e-05,0.341,0.445,164.684,4,punk
86811,86811,1BfJ7ecpbtXtKY4BSsvLV5,Hoolahoop;Aska Pratama,Hari Untuk Berlari,Perjalanan Terindah,37,247693,False,0.406,0.989,3,-4.0,1,0.0939,0.00511,4.5e-06,0.171,0.345,160.056,4,punk
85717,85717,4fmwH88pFFZ7KCfneOeXxR,Virus,Agujero Interior,Que Hago en Manila?,37,280453,False,0.47,0.406,4,-11.37,1,0.0282,0.06,0.146,0.0484,0.335,110.932,4,punk-rock
85726,85726,6g9hULFpG1pEyEH6HRMHaE,Sonora de Llegar,Sonora de Llegar,Vicio,37,166159,False,0.411,0.878,7,-3.111,0,0.0611,0.00997,0.0,0.0612,0.682,93.861,4,punk-rock
85728,85728,31nuKr86hSeDz0ERpoN6Zh,Le Fly;Liedfett;Jaya The Cat;Chefboss;Kalle Krass;Flo Mega;257ers;Smith & Smart;Pensen Paletti;Captain Gips;Sondaschule;Triebwerk 3;Vollka Putt,Kopf aus Fuss an,St.Pauli Tanzmusik - Posse-Version,37,548426,False,0.676,0.801,0,-6.105,1,0.0565,0.0202,0.0,0.312,0.7,80.007,4,punk-rock
85729,85729,298zUartEzyZ4BuOA8psBX,Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Das ist der Moment,37,180866,False,0.602,0.742,11,-4.148,1,0.0318,0.035,0.0,0.133,0.605,130.018,4,punk-rock
85732,85732,5a0bHLSL5t4eRNKjmh9PyV,Dead Fish,Zero e Um,Tão Iguais,37,145426,False,0.546,0.976,0,-3.066,1,0.203,0.0206,1.02e-06,0.0937,0.326,124.022,4,punk-rock
85733,85733,4PDVBVPZrPheaI9AJKWfmi,Jennifer Rostock,Der Film,Du willst mir an die Wäsche,37,210426,False,0.71,0.729,5,-5.629,1,0.0556,0.0708,0.0,0.509,0.924,108.037,4,punk-rock
86902,86902,0Qx3WZTUUmcyKR5jCDWojv,Green Day,21st Century Breakdown,21st Century Breakdown,37,309106,False,0.298,0.963,1,-3.105,1,0.0473,0.0108,0.0,0.178,0.407,114.944,4,punk
86908,86908,28pafyv8VWZmfuMc5B8XsD,Kaçak,Silahlı Ve Tehlikeli,Olunurde,37,275840,False,0.45,0.733,11,-2.482,0,0.0322,0.0137,6.81e-06,0.123,0.215,160.165,4,punk
85563,85563,0KBEpTAJPI8U23yP8wSuEo,1280 Almas,Pueblo Alimaña,Tu Sonrisa,37,277280,True,0.588,0.72,4,-9.752,0,0.0307,0.00712,0.000322,0.113,0.78,109.941,4,punk-rock
33595,33595,3t6QO2i4uPIaxP9ICLenfO,Fresno;Emicida,Fresno 15 Anos ao Vivo (Deluxe),Manifesto (feat. Emicida) - Ao Vivo,37,368586,False,0.269,0.933,6,-6.422,1,0.183,0.0665,0.0,0.751,0.153,104.601,1,emo
86897,86897,5ng6eQwdiQb8fX1jtq0Fzt,Rebel'd Punk,Delincuencia,Reviéntense Todos,37,174103,False,0.479,0.541,2,-12.393,1,0.0412,0.00824,0.00012,0.107,0.464,112.728,4,punk
85864,85864,1YxXNzE6gCIE3ZwO9twzcj,Allison,Memorama,Adios,37,202773,False,0.404,0.905,0,-3.608,1,0.179,0.00202,6.66e-06,0.0597,0.404,180.121,4,punk-rock
85865,85865,61DEN6O4izMgXBW28CQRIc,Allison,Todo Está Encendido,Vives en Mí,37,233622,False,0.511,0.906,7,-3.983,0,0.0502,0.00651,0.0,0.088,0.293,152.087,4,punk-rock
85872,85872,32OYpRgfeg4wPh5kD3DNy5,Allison,120 Km/Hr.,No Hay Distancia,37,262546,False,0.482,0.812,3,-2.03,1,0.0321,0.021,0.0,0.106,0.435,94.978,4,punk-rock
85875,85875,07MWoC4pmDx3N3dEHvRh88,Allison,Allison (Edición Especial),Mi Destino,37,205973,False,0.447,0.627,6,-6.747,1,0.0307,0.0785,0.0,0.171,0.51,170.041,4,punk-rock
85640,85640,5lbHseygO9s4EqzBbH9Ytq,Tianastacia,Ta Na Boa,Seu Caminho,37,268933,False,0.448,0.736,9,-5.016,1,0.0523,0.0881,0.0,0.0621,0.75,85.073,4,punk-rock
85643,85643,15dNGPxvzuCvTBzFGmveZi,Charly García,Unplugged,Demoliendo Hoteles - Live,37,329893,False,0.593,0.794,5,-9.016,1,0.258,0.49,0.00705,0.957,0.556,158.608,4,punk-rock
85666,85666,17a6EMs038tuh87eggDJ1G,Luis Alberto Spinetta,Ya No Mires Atrás,Veinte Ciudades,37,179130,False,0.749,0.795,6,-9.396,0,0.0348,0.0874,4.84e-05,0.221,0.7,123.029,4,punk-rock
85669,85669,6p2FWxVjl6PukdBMVk929o,No Recomendable,Empates,Tacos de Princesa,37,187720,False,0.311,0.446,6,-10.033,1,0.0409,0.763,0.0,0.0606,0.546,62.62,3,punk-rock
85670,85670,0tngt6JLxGR62PA5cLPTNH,Terrorgruppe;Skinhead Black,Tiergarten,Schmetterling,37,204427,True,0.453,0.959,7,-3.597,1,0.0928,0.0433,0.0,0.398,0.625,186.142,4,punk-rock
85671,85671,3Q7ps56omB24P5ClK5Thhv,Virus,Locura,Lugares Comunes,37,192706,False,0.691,0.793,0,-6.507,1,0.0479,0.0937,0.00158,0.114,0.736,139.855,4,punk-rock
85672,85672,4D5nVZMNE9vjWtIYzYIKaR,Cielo Razzo,Código de Barras,Luna,37,274080,False,0.566,0.7,11,-8.476,0,0.0395,0.0208,0.0,0.113,0.573,110.86,4,punk-rock
85674,85674,1BweuW1Vx7eP6VUSXijezL,Virus,Nuestras 30 Mejores Canciones,Imágenes Paganas,37,268360,False,0.567,0.832,0,-7.771,1,0.0333,0.284,0.0791,0.113,0.624,130.172,4,punk-rock
85675,85675,015ENhxZgNXSvzml1FJueG,O Surto,Todo Mundo Doido,Zaroia,37,237733,False,0.639,0.868,4,-2.974,0,0.0714,0.0648,0.0,0.169,0.708,137.037,4,punk-rock
85676,85676,0853SQNjVnNVFa2j68txPo,Smitten,En Algún Lugar,"Nada para Mí, Nada para Vos",37,193800,False,0.519,0.697,9,-3.621,1,0.0294,0.118,0.0,0.0771,0.667,173.106,4,punk-rock
85685,85685,0VSzEeOuXTAI3kbG4TXBth,Charly García,Random,Primavera,37,275040,False,0.751,0.681,4,-6.559,0,0.026,0.149,4.65e-05,0.34,0.811,109.99,4,punk-rock
85686,85686,3TueOW6lAP9mAcRsdcRMsw,Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Tage wie diese,37,268426,False,0.67,0.696,7,-4.935,1,0.0294,0.0857,8.09e-05,0.0939,0.312,97.021,4,punk-rock
85687,85687,20fM9A6ApsZ8mHU7lumq2T,Die Toten Hosen,Alles aus Liebe: 40 Jahre Die Toten Hosen,Draußen vor der Tür,37,183773,False,0.654,0.41,2,-6.411,1,0.0259,0.513,0.0,0.123,0.483,87.382,4,punk-rock
85688,85688,5xIDg8xHcFzR6PhXgYrntP,Camisa de Vênus,Quem É Você?,O Ponteiro Tá Subindo,37,250360,False,0.36,0.966,1,-5.586,0,0.0792,0.00157,0.0,0.135,0.735,170.511,4,punk-rock
85689,85689,3SatS51LrCRNkQN1quaB7W,Cadena Perpetua,Largas Noches,Si Me Ves,37,202493,False,0.541,0.786,7,-5.188,1,0.0399,0.0371,0.0,0.0832,0.515,144.889,4,punk-rock
85690,85690,2jDbpAwV9mEzj03lFwWU8t,Cadena Perpetua,Malas Costumbres,Desde El Infierno,37,177840,False,0.468,0.894,2,-5.575,1,0.0605,0.0107,0.0,0.127,0.696,165.642,4,punk-rock
85678,85678,4Haz8DCrtorRcaHKR1R8yo,Say Ocean,Mejores Tiempos,Amnesia,37,241270,False,0.558,0.923,1,-2.624,1,0.0972,0.00035,0.0,0.0916,0.52,98.152,4,punk-rock
85680,85680,7aaux2JDvWvdUfrEZTmWEA,Flema,"El Exceso Y / O Abuso de Drogas y Alcohol Es Perjudicial para Tu Salud... ¡cuídate, Nadie Lo Hará por Vos!",El Linyera,37,115626,False,0.44,0.953,2,-4.405,1,0.0545,0.00176,5.17e-06,0.291,0.806,112.999,3,punk-rock
86936,86936,2vSBlBRp6VmZp7paHFqqUR,Pee Wee Gaskins,Mixed Feeling,Amuk Redam,37,218021,False,0.401,0.975,11,-4.16,1,0.17,0.00044,1.26e-05,0.145,0.449,165.041,4,punk
33533,33533,730BcPQOrjKsggqap01CJv,CPM 22,Ditados,Ditados,37,209079,False,0.545,0.994,0,-1.533,1,0.117,0.00036,9.32e-06,0.217,0.379,109.922,4,emo
33547,33547,5suxJuidFcfQjpTJHak11G,Pee Wee Gaskins,The Sophomore,Berdiri Terinjak,37,245681,False,0.592,0.859,7,-5.066,1,0.0634,0.0377,3.54e-05,0.102,0.659,109.98,4,emo
33587,33587,3EaTpVCWVjZjna79S24hUG,Hasan,"Album, co mi změnilo život",Mlha nad Jordánem,37,133746,False,0.744,0.695,1,-7.847,0,0.234,0.476,6.07e-05,0.113,0.266,139.956,4,emo
33546,33546,77Jbr7aQyYsH20luHDn7iv,Reznik,Strangulační Rýha,Nemluv Na Mě,37,208682,True,0.687,0.835,3,-7.695,0,0.341,0.142,0.0,0.0831,0.698,85.009,4,emo
85682,85682,0K3KjgJDXtvHlinGcLBTvM,Patricio Rey y sus Redonditos de Ricota,Momo Sampler,La Murga de los Renegados,37,287800,False,0.539,0.85,9,-6.315,1,0.0326,0.0637,0.00021,0.151,0.517,123.107,4,punk-rock
86740,86740,0M6TVQKZLvsk3AVEtqOWKu,Les Ramoneurs De Menhirs;Gilles Servat,Amzer an dispac'h !,La blanche hermine,37,306813,False,0.39,0.997,10,-0.198,1,0.333,0.0942,0.0,0.0829,0.158,172.034,4,punk
86789,86789,56IBg14HToVmeTFVMrlktB,Stand Here Alone,Melodichildish,Kawan Sampai Mati,37,230688,False,0.573,0.917,2,-2.712,1,0.0638,0.00768,0.0,0.069,0.433,127.592,4,punk
86791,86791,3eeXheDly8DDlf0MXkNOrY,Imperiet,Imperiet,Kriget med mig själv,37,269093,False,0.353,0.793,0,-5.143,1,0.0366,0.0196,0.00015,0.137,0.394,172.324,4,punk
86925,86925,0Fa5HVwBkPjNdtC3IVqRom,Eterna Inocencia,A los Que Se Han Apagado,Le Pertenezco a Tus Ojos,37,319773,False,0.309,0.928,9,-3.734,0,0.0641,0.000571,0.034,0.136,0.281,138.793,4,punk
86929,86929,3bBXlTx0UWIb8tITXofKLQ,Infierno 18,No Hay Lugar Para Dudar,A Mi Manera (Comme D'Habitude),37,205813,False,0.446,0.977,4,-3.486,1,0.0908,0.000132,0.0,0.108,0.303,94.972,4,punk
85883,85883,2cYPLvbcmvy5UL0Wg4leXw,Todos Tus Muertos,Nena de Hiroshima,El Espejo,37,257400,False,0.468,0.561,2,-13.19,1,0.0269,0.00197,0.0155,0.0859,0.111,127.988,4,punk-rock
72955,72955,5RnXQZ65F3uEHca395z6cz,Periphery,Juggernaut: Omega,The Bad Thing,37,353442,False,0.311,0.953,2,-4.96,1,0.172,0.000216,2.19e-06,0.111,0.417,132.856,4,metalcore
86934,86934,0sGeklmSEIOvf71AJqsPvK,Québec Redneck Bluegrass Project,J'ai Bu,Radio bingo,37,264560,False,0.833,0.497,2,-9.487,0,0.0516,0.783,5.53e-05,0.12,0.722,105.918,4,punk
86770,86770,7aw3Mky5pKWnURtNfFASqu,Danko Jones,Power Trio,Get to You,37,218640,False,0.56,0.817,10,-5.249,0,0.0685,0.000595,0.000516,0.0243,0.601,147.99,4,punk
86771,86771,6FIHFjT1UcLxuZNgJgxuv7,Stand Here Alone;Asep Balon,Modar,Modar,37,196853,False,0.36,0.984,7,-0.381,1,0.0939,0.0758,0.0,0.17,0.787,178.044,4,punk
85694,85694,2TlQN2FxABjvDZnDjSivgq,Matanza,Pior Cenário Possível,Matadouro 18,37,167013,False,0.35,0.978,7,-5.878,0,0.144,0.00055,1.24e-05,0.107,0.396,182.956,4,punk-rock
85696,85696,2MF6BJDR102bnwMIpsWhOj,Charly García,Unplugged,Nos Siguen Pegando Abajo (Pecado Mortal) - Live,37,201906,False,0.6,0.771,2,-8.182,1,0.0557,0.326,0.00367,0.914,0.868,152.704,4,punk-rock
41094,41094,0mhWzxnu2RmZBBVqwUiosE,Håkan Hellström,Det är så jag säger det,Mitt Gullbergs kaj paradis,37,262013,False,0.268,0.979,9,-3.678,1,0.116,0.0118,0.000774,0.35,0.501,151.47,4,goth
41096,41096,7fLbCGlipM2zblhppk4mFJ,Håkan Hellström,2 steg från paradise (Deluxe Version),Dom där jag kommer från,37,334986,False,0.616,0.949,2,-3.15,1,0.0702,0.0564,5.52e-06,0.133,0.796,120.038,4,goth
85699,85699,4TuolvR6umOx58y53a9Vak,Feine Sahne Fischfilet,Sturm & Dreck,Ich mag kein Alkohol,37,215718,False,0.406,0.966,2,-3.515,0,0.0768,0.00113,0.0,0.0714,0.497,171.966,4,punk-rock
85706,85706,4Kb0JDWG5FmMSaUpujHQeQ,Çilekeş,Y.O.K.,Siyah,37,285293,False,0.59,0.778,1,-6.084,0,0.0339,0.00895,0.0,0.166,0.331,104.993,4,punk-rock
33543,33543,5Ixl6yA2BqmegVaVPdgkfy,CPM 22,Ao Vivo no Rock In Rio,Dias Atrás - Ao Vivo,37,334013,False,0.339,0.942,11,-6.292,1,0.0991,0.00198,0.000189,0.951,0.496,144.645,4,emo
33539,33539,44jZFJnqsT4hT3wL31VAHT,CPM 22,Ao Vivo no Rock In Rio,Inevitável - Ao Vivo,37,166105,False,0.375,0.992,0,-4.991,1,0.207,0.000373,0.0,0.982,0.5,93.268,4,emo
85715,85715,4Shh2u8XDbrdTO6srdghLh,Vypsana Fixa,Kvalita,Měla krátkou ofinu,37,175408,False,0.554,0.877,7,-7.983,1,0.0294,0.00835,0.000767,0.043,0.962,147.012,4,punk-rock
85716,85716,1AnK1OH0pHI5u8PXK1lMoW,Pidżama Porno,Bułgarskie centrum,Kotów kat ma oczy zielone,37,266626,False,0.509,0.838,4,-6.319,0,0.0367,0.00803,0.0,0.248,0.777,144.88,4,punk-rock
41075,41075,5Zg0dSOLzaveXUTGyahSnB,Håkan Hellström,Rampljus,Snälla släck inte ljusen,37,355598,False,0.585,0.632,2,-7.831,1,0.0359,0.42,0.0,0.0909,0.449,125.079,4,goth
